,Claim Reference,Policy Year,Policy Description,Directorate Description,Department Name,Incident Date,Notification Date,Status Flag,Payment Year,Payment Date,Payment Type, Amount,Cause Description,Injury Description,Damage Description
2847,N7PUL000233,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-01-15,2018-01-17,CLOSED,2018,2018-02-19,Compensation payment,421.98,Carriageway - Pothole,,Vehicle
2848,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2018,2018-02-20,Fees - TP Solicitor,14339.11,Footways - Uneven Surface,Combination Bruising/Swelling,
2849,N7PUL000234,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2018-01-14,2018-01-18,CLOSED,2018,2018-02-21,Compensation Payment,857.67,Defective Premises,,Personal Property
2850,N4PUL000065,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2014-04-14,2014-06-18,CLOSED,2018,2018-02-21,Compensation Payment,5700.0,Falls / Slips - Steps,Foot Injury,
2851,N4PUL000065,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2014-04-14,2014-06-18,CLOSED,2018,2018-02-21,Fees - TP Solicitor,8661.88,Falls / Slips - Steps,Foot Injury,
2852,N7PUL000229,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-12-22,2018-01-16,CLOSED,2018,2018-02-22,Compensation Payment,160.0,Carriageway - Pothole,,Vehicle
2853,N3PUL000286,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2013-11-07,2013-11-28,CLOSED,2018,2018-02-22,CRU,959.0,Other,Arms Cuts/Scars,
2854,N3PUL000286,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2013-11-07,2013-11-28,CLOSED,2018,2018-02-22,Fees - TP Solicitor,8000.32,Other,Arms Cuts/Scars,
2855,N3PUL000286,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2013-11-07,2013-11-28,CLOSED,2018,2018-02-22,Compensation Payment,14730.0,Other,Arms Cuts/Scars,
2856,N7MF000019,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-06-09,2017-06-30,CLOSED,2018,2018-02-23,Fees - TP Solicitor,240.0,Collision - Hit by TP,,Bodywork - Minor
2857,N4PUL000126,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-08-09,2014-09-05,CLOSED,2018,2018-02-23,CRU,637.0,Footways - Other,Arms,
2858,N6FB000011,2016,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Norbury Manor Primary,2017-01-14,2017-01-18,CLOSED,2018,2018-02-23,Fees Own Solicitor,700.0,Water Damage - Other,,Contents
2859,N7MF000019,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-06-09,2017-06-30,CLOSED,2018,2018-02-23,Compensation Payment,975.0,Collision - Hit by TP,,Bodywork - Minor
2860,N6FB000011,2016,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Norbury Manor Primary,2017-01-14,2017-01-18,CLOSED,2018,2018-02-23,Compensation payment,6318.63,Water Damage - Other,,Contents
2861,N3EL000006,2013,Employers Liability,OPERATIONS NOT NOW INSURED,Atwood Primary,2013-04-24,2013-11-01,CLOSED,2018,2018-02-23,Fees - TP Solicitor,14000.0,Lifting/Moving,Arms Other:,
2862,N4PUL000065,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2014-04-14,2014-06-18,CLOSED,2018,2018-02-26,CRU,637.0,Falls / Slips - Steps,Foot Injury,
2863,N7PUL000207,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-06-14,2017-12-19,CLOSED,2018,2018-02-27,Fees - Own Solicitor,558.73,Carriageway Works,,Vehicle
2864,N7PUL000137,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-08-18,2017-09-22,CLOSED,2018,2018-02-27,Compensation Payment,1000.0,Footways - Uneven Surface,Foot Injury,
2865,N1PUL000341,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-03-28,2012-03-28,CLOSED,2018,2018-02-28,Fees Own Solicitor,300.0,Tree Roots / Subsidence,,Structural
2866,N4PUL000045,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-17,2014-06-04,CLOSED,2018,2018-02-28,Fees - Own Solicitor,2770.0,Footways - Slabs,Wrist Broken/fractured,
2867,N1EL000014,2011,Employers Liability,OPERATIONS NOT NOW INSURED,Addington High,2011-09-28,2012-08-23,CLOSED,2018,2018-02-28,Fees - TP Solicitor,20000.0,Lifting/Moving,Bruising/Swelling,
2868,N7PUL000285,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-02,2018-02-06,CLOSED,2018,2018-03-01,Compensation payment,100.0,Footways - Other,,Personal Property
2869,N4PUL000334,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2015-01-17,2015-03-20,CLOSED,2018,2018-03-02,Compensation Payment,7000.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2870,N7PUL000297,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-02-12,2018-02-12,CLOSED,2018,2018-03-05,Compensation Payment,600.0,Contractor Liability,,Structural
2871,N4PUL000229,2014,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Coulsdon C of E Primary,2014-09-18,2014-11-04,OPEN,2018,2018-03-06,Fees - Own Solicitor,713.0,Falls/Slips,Bruising/Swelling,
2872,N4EL000010,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2014-10-10,2015-12-07,CLOSED,2018,2018-03-06,Fees - Own Solicitor,722.0,Falls/Slips,Back,
2873,N4PUL000334,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2015-01-17,2015-03-20,CLOSED,2018,2018-03-06,Fees - Own Solicitor,840.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2874,N4PUL000334,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2015-01-17,2015-03-20,CLOSED,2018,2018-03-06,Fees - Own Solicitor,916.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2875,N3EL000006,2013,Employers Liability,OPERATIONS NOT NOW INSURED,Atwood Primary,2013-04-24,2013-11-01,CLOSED,2018,2018-03-06,Fees - Own Solicitor,1269.0,Lifting/Moving,Arms Other:,
2876,N4PUL000066,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-13,2014-06-24,OPEN,2018,2018-03-06,Fees - Own Solicitor,1306.5,Carriageway - Obstruction,Combination,
2877,N2EL000005,2012,Employers Liability,OPERATIONS NOT NOW INSURED,Roke Primary,2013-01-23,2013-04-25,CLOSED,2018,2018-03-08,CRU,615.0,Falls/Slips,Back Strains/Sprains,
2878,N5PUL000066,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2015-06-11,2015-07-06,CLOSED,2018,2018-03-08,CRU,647.0,Falling Masonry,Foot Injury,
2879,N7PUL000191,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Depots,2017-08-24,2017-11-27,CLOSED,2018,2018-03-08,Compensation payment,1000.0,Negligence of Council Worker,,Structural
2880,N3PUL000141,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2013-07-09,2013-08-01,CLOSED,2018,2018-03-08,CRU,2499.0,Tree Roots / Subsidence,Legs Broken Bones,
2881,N4PUL000146,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-08-07,2014-09-25,CLOSED,2018,2018-03-09,Fees - Own Solicitor,567.0,Carriageway - Manhole,Combination Bruising/Swelling,
2882,N2EL000009,2012,Employers Liability,OPERATIONS NOT NOW INSURED,Cypress Primary,2012-10-25,2013-09-18,CLOSED,2018,2018-03-09,CRU,615.0,Falls/Slips,Combination Bruising/Swelling,
2883,N2PUL000239,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-18,2012-11-27,CLOSED,2018,2018-03-09,CRU,615.0,Footways - Uneven Surface,Combination,
2884,N3EL000002,2013,Employers Liability,OPERATIONS NOT NOW INSURED,Roke Primary,2013-06-27,2013-07-26,CLOSED,2018,2018-03-09,CRU,627.0,Defective Equipment,Combination,
2885,N3PUL000286,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2013-11-07,2013-11-28,CLOSED,2018,2018-03-09,Fees - Own Solicitor,692.0,Other,Arms Cuts/Scars,
2886,N2PUL000243,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-22,2012-11-30,CLOSED,2018,2018-03-09,Fees - Own Solicitor,750.0,Carriageway - Uneven Surface,Wrist Broken/fractured,
2887,N4MF000094,2014,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Coningsby  Centre  PRU,2015-03-06,2015-03-12,CLOSED,2018,2018-03-09,CRU,829.0,Collision - Reversing,,Bodywork - Minor
2888,N3PUL000663,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2014-01-23,2016-09-23,CLOSED,2018,2018-03-09,Fees - Own Solicitor,1510.0,Defective Premises,Combination,
2889,N1EL000014,2011,Employers Liability,OPERATIONS NOT NOW INSURED,Addington High,2011-09-28,2012-08-23,CLOSED,2018,2018-03-09,Fees - TP Solicitor,5000.0,Lifting/Moving,Bruising/Swelling,
2890,N7PUL000213,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-12-12,2017-12-22,CLOSED,2018,2018-03-12,Fees - TP Solicitor,360.0,Defective Premises,Bruising/Swelling,
2891,N2PUL000160,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-25,2012-09-19,CLOSED,2018,2018-03-12,CRU,615.0,Footways - Kerbs,Hand Injury,
2892,N6PUL000163,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2016-10-27,2016-11-02,CLOSED,2018,2018-03-13,Fees Own Solicitor,1846.0,Tree Roots / Subsidence,,Structural
2893,N6PUL000163,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2016-10-27,2016-11-02,CLOSED,2018,2018-03-13,Compensation Payment,5988.0,Tree Roots / Subsidence,,Structural
2894,N4PUL000233,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-11-12,2014-12-16,CLOSED,2018,2018-03-14,Fees - Own Solicitor,398.0,Footways - Roots,Combination Strains/Sprains,
2895,N4PUL000065,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2014-04-14,2014-06-18,CLOSED,2018,2018-03-14,Fees - Own Solicitor,446.0,Falls / Slips - Steps,Foot Injury,
2896,N6PUL000069,2016,Public Liability,OPERATIONS NOT NOW INSURED,Cypress Primary,2016-05-09,2016-07-11,CLOSED,2018,2018-03-14,Fees - Own Solicitor,483.0,Defective Equipment - Playground,Legs Cuts/Scars,
2897,N4PUL000381,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Street Scene Cleansing Monitoring,2014-11-06,2015-07-02,CLOSED,2018,2018-03-14,Fees - Own Solicitor,710.0,Falls / Slips - Other,Foot Injury,
2898,N6PUL000146,2016,Public Liability,"CHILDREN, FAMILIES & LEARNERS","CHILDREN, FAMILIES & LEARNING",2016-10-17,2016-10-17,OPEN,2018,2018-03-14,Fees - Own Solicitor,1095.0,Abuse,Psychological,
2899,N3PUL000661,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-03-07,2016-06-17,CLOSED,2018,2018-03-14,Fees - Own Solicitor,1595.0,Falls / Slips - Uneven surface,Arms Strains/Sprains,
2900,N7PUL000273,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-01-28,2018-01-31,CLOSED,2018,2018-03-15,Compensation Payment,672.27,Carriageway - Pothole,,Vehicle
2901,N7PUL000304,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-18,2018-02-19,CLOSED,2018,2018-03-15,Compensation Payment,880.3,Carriageway - Pothole,,Vehicle
2902,N7PUL000230,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2017-12-12,2018-01-16,CLOSED,2018,2018-03-15,Compensation Payment,2285.2,Trees / Branches - Falling,,Vehicle
2903,N7PUL000231,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-01-03,2018-01-17,CLOSED,2018,2018-03-15,Compensation payment,2289.94,Trees / Branches - Falling,,Personal Property
2904,N6PUL000317,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2017-03-27,2017-04-21,CLOSED,2018,2018-03-16,Fees - TP Solicitor,360.0,Falls / Slips - Uneven surface,Ankle Broken/fractured,
2905,N7PUL000207,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-06-14,2017-12-19,CLOSED,2018,2018-03-16,Compensation payment,503.0,Carriageway Works,,Vehicle
2906,N7MF000019,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-06-09,2017-06-30,CLOSED,2018,2018-03-22,Fees - TP Solicitor,218.5,Collision - Hit by TP,,Bodywork - Minor
2907,N3PUL000661,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-03-07,2016-06-17,CLOSED,2018,2018-03-22,Compensation payment,1575.0,Falls / Slips - Uneven surface,Arms Strains/Sprains,
2908,N7MF000011,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-06-19,2017-06-19,CLOSED,2018,2018-03-22,Compensation payment,3500.0,Collision - Hit by TP,,Bodywork - Minor
2909,N7PUL000187,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2017-11-27,2017-11-27,OPEN,2018,2018-03-26,Fees Own Solicitor,225.0,Tree Roots / Subsidence,,Structural
2910,N0PUL000072,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-05-12,2010-05-27,OPEN,2018,2018-03-26,Fees - TP Solicitor,675.0,Tree Roots / Subsidence,,Structural
2911,N7PUL000283,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-02-05,2018-02-05,OPEN,2018,2018-03-27,Fees Own Solicitor,550.0,Tree Roots / Subsidence,,Structural
2912,N5PUL000140,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2015-09-30,2015-09-30,CLOSED,2018,2018-03-27,Compensation Payment,2340.0,Tree Roots / Subsidence,,Structural
2913,N3PUL000109,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-06-18,2013-07-19,OPEN,2018,2018-03-28,Fees - Own Solicitor,324.0,Footways - Roots,Hand Injury,
2914,N3PUL000661,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-03-07,2016-06-17,CLOSED,2018,2018-03-28,Fees - Own Solicitor,948.0,Falls / Slips - Uneven surface,Arms Strains/Sprains,
2915,N6PUL000167,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-07-25,2016-11-07,OPEN,2018,2018-04-06,Fees - TP Solicitor,360.0,Footways - Uneven Surface,Broken Bones,
2916,N7PUL000328,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-26,2018-03-07,CLOSED,2018,2018-04-09,Compensation Payment,72.99,Carriageway - Pothole,,Vehicle
2917,N7PUL000288,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-04,2018-02-07,CLOSED,2018,2018-04-09,Compensation Payment,100.0,Carriageway - Pothole,,Vehicle
2918,N7PUL000213,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-12-12,2017-12-22,CLOSED,2018,2018-04-09,Fees - TP Solicitor,720.0,Defective Premises,Bruising/Swelling,
2919,N4PUL000336,2014,Public Liability,"CHILDREN, FAMILIES & LEARNERS",The Minster C Of E Junior,2014-12-16,2015-03-20,CLOSED,2018,2018-04-09,Compensation Payment,1470.0,Defective Premises,Back,
2920,N7PUL000213,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-12-12,2017-12-22,CLOSED,2018,2018-04-09,Compensation Payment,2500.0,Defective Premises,Bruising/Swelling,
2921,N6PUL000322,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-03-03,2017-06-02,CLOSED,2018,2018-04-10,Fees - TP Solicitor,360.0,Footways - Manhole,Legs Bruising/Swelling,
2922,N3PUL000643,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-02-12,2014-10-09,CLOSED,2018,2018-04-10,Fees - Own Solicitor,1288.0,Water Damage - Other,,Structural
2923,N4PUL000153,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-08-09,2014-09-29,CLOSED,2018,2018-04-10,Fees - Own Solicitor,1984.0,Carriageway - Pothole,Foot Injury,
2924,N5MF000094,2015,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2016-01-27,2016-02-03,CLOSED,2018,2018-04-10,Compensation Payment,3719.1,Collision - Hit rear,Bruising/Swelling,Bodywork - Extensive
2925,N4PUL000409,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2014-06-01,2016-10-26,OPEN,2018,2018-04-13,Fees Own Solicitor,375.0,Tree Roots / Subsidence,,Structural
2926,N6FB000014,2016,Fire Blanket,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-02-06,2017-02-06,CLOSED,2018,2018-04-13,Fees Own Solicitor,950.0,Fire - Smoking,,Contents
2927,N7PUL000327,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-22,2018-03-07,CLOSED,2018,2018-04-13,Compensation Payment,1479.0,Carriageway - Pothole,,Vehicle
2928,N5PUL000372,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-03-19,2016-07-06,OPEN,2018,2018-04-17,Compensation Payment,8117.68,Footways - Uneven Surface,Legs Broken Bones,
2929,N7PUL000316,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-24,2018-02-27,CLOSED,2018,2018-04-18,Compensation Payment,375.69,Carriageway - Pothole,,Vehicle
2930,N4PUL000381,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Street Scene Cleansing Monitoring,2014-11-06,2015-07-02,CLOSED,2018,2018-04-18,Fees - TP Solicitor,6056.0,Falls / Slips - Other,Foot Injury,
2931,N6PUL000156,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2016-09-01,2016-10-25,CLOSED,2018,2018-04-19,Fees Own Solicitor,450.0,Tree Roots / Subsidence,,Structural
2932,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2018,2018-04-24,Fees - TP Solicitor,632.76,Footways - Uneven Surface,Combination Bruising/Swelling,
2933,N2MF000135,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2013-02-26,2013-04-23,CLOSED,2018,2018-04-24,Compensation Payment,1750.0,Collision - Parking,,Bodywork - Minor
2934,N2MF000135,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2013-02-26,2013-04-23,CLOSED,2018,2018-04-25,Fees - TP Solicitor,4546.0,Collision - Parking,,Bodywork - Minor
2935,N7PUL000276,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-01-25,2018-01-31,CLOSED,2018,2018-04-26,Compensation Payment,618.76,Carriageway - Pothole,,Vehicle
2936,N3PUL000661,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-03-07,2016-06-17,CLOSED,2018,2018-04-26,Fees - TP Solicitor,2391.2,Falls / Slips - Uneven surface,Arms Strains/Sprains,
2937,N2PUL000457,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2013-02-22,2013-03-07,CLOSED,2018,2018-04-27,Fees Own Solicitor,225.0,Tree Roots / Subsidence,,Structural
2938,N7IF000004,2017,Insurance Fund,CHIEF EXECUTIVES OFFICE,HEATHFIELD,2018-03-05,2018-03-21,CLOSED,2018,2018-04-27,Compensation payment,617.2,Other,,Electrics
2939,N7IF000005,2017,Insurance Fund,DEVELOPMENT & ENVIRONMENT,ROWDOWN FIELD,2018-03-05,2018-03-21,CLOSED,2018,2018-04-27,Compensation payment,2525.9,Water Damage - Other,,Electrics
2940,N7MF000039,2017,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Beckmead   EBD,2017-09-28,2017-10-09,CLOSED,2018,2018-05-01,Compensation Payment,2853.83,Collision - Hit parked vehicle,,Unknown
2941,N4PUL000391,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2014-10-01,2015-09-18,OPEN,2018,2018-05-02,Fees - Own Solicitor,672.0,Negligence of Council Worker,Head Psychological,Unknown
2942,N7PUL000355,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Depots,2018-01-24,2018-03-19,CLOSED,2018,2018-05-02,Compensation payment,876.61,Negligence of Council Worker,,Vehicle
2943,N3PUL000661,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-03-07,2016-06-17,CLOSED,2018,2018-05-02,Fees - Own Solicitor,1392.0,Falls / Slips - Uneven surface,Arms Strains/Sprains,
2944,N4EL000011,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2014-11-20,2015-12-07,OPEN,2018,2018-05-02,Fees - Own Solicitor,1400.47,Other,Head Bruising/Swelling,
2945,N7PUL000339,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-13,2018-03-13,CLOSED,2018,2018-05-03,Compensation payment,70.0,Carriageway - Pothole,,Vehicle
2946,N5MF000068,2015,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2015-09-15,2015-09-16,CLOSED,2018,2018-05-04,Fees - TP Solicitor,950.0,Collision - Hit rear,,Bodywork - Minor
2947,N5MF000068,2015,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2015-09-15,2015-09-16,CLOSED,2018,2018-05-04,Compensation Payment,1800.0,Collision - Hit rear,,Bodywork - Minor
2948,N7PUL000213,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-12-12,2017-12-22,CLOSED,2018,2018-05-08,Fees - TP Solicitor,216.0,Defective Premises,Bruising/Swelling,
2949,N5PUL000372,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-03-19,2016-07-06,OPEN,2018,2018-05-09,CRU,647.0,Footways - Uneven Surface,Legs Broken Bones,
2950,N6PUL000261,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2017-02-22,2017-02-22,CLOSED,2018,2018-05-09,Fees Own Solicitor,676.0,Tree Roots / Subsidence,,Structural
2951,N7PUL000298,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-05,2018-02-12,CLOSED,2018,2018-05-10,Compensation payment,192.0,Carriageway - Pothole,,Vehicle
2952,N7PUL000380,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-03-09,2018-03-26,CLOSED,2018,2018-05-10,Compensation Payment,581.0,Carriageway - Pothole,,Vehicle
2953,N7PUL000409,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-11-01,2018-04-13,CLOSED,2018,2018-05-10,Compensation payment,689.66,Defective Equipment - Car Parking,,Vehicle
2954,N0PUL000072,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-05-12,2010-05-27,OPEN,2018,2018-05-11,Fees - Own Solicitor,450.0,Tree Roots / Subsidence,,Structural
2955,N7PUL000353,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-03-17,2018-03-19,CLOSED,2018,2018-05-11,Compensation Payment,750.0,Footways - Slabs,Bruising/Swelling,
2956,N4EL000010,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2014-10-10,2015-12-07,CLOSED,2018,2018-05-11,Fees - Own Solicitor,952.0,Falls/Slips,Back,
2957,N6PUL000317,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2017-03-27,2017-04-21,CLOSED,2018,2018-05-11,Fees - TP Solicitor,1199.0,Falls / Slips - Uneven surface,Ankle Broken/fractured,
2958,N4EL000010,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2014-10-10,2015-12-07,CLOSED,2018,2018-05-11,Fees - Own Solicitor,2266.14,Falls/Slips,Back,
2959,N1EL000014,2011,Employers Liability,OPERATIONS NOT NOW INSURED,Addington High,2011-09-28,2012-08-23,CLOSED,2018,2018-05-11,Fees - Own Solicitor,2900.7,Lifting/Moving,Bruising/Swelling,
2960,N3EL000018,2013,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Moving On Pru,2013-10-02,2014-05-23,CLOSED,2018,2018-05-11,Fees - Own Solicitor,6241.14,Other,Psychological,
2961,N1EL000014,2011,Employers Liability,OPERATIONS NOT NOW INSURED,Addington High,2011-09-28,2012-08-23,CLOSED,2018,2018-05-11,Fees - Own Solicitor,13448.35,Lifting/Moving,Bruising/Swelling,
2962,N7PUL000313,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-02-12,2018-02-19,CLOSED,2018,2018-05-14,Compensation Payment,19.48,Trees / Branches - Falling,,Goods/Equipment
2963,N4PUL000153,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-08-09,2014-09-29,CLOSED,2018,2018-05-15,CRU,637.0,Carriageway - Pothole,Foot Injury,
2964,N6PUL000317,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2017-03-27,2017-04-21,CLOSED,2018,2018-05-15,CRU,665.0,Falls / Slips - Uneven surface,Ankle Broken/fractured,
2965,N6PUL000317,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2017-03-27,2017-04-21,CLOSED,2018,2018-05-15,Fees - TP Solicitor,1020.0,Falls / Slips - Uneven surface,Ankle Broken/fractured,
2966,N6PUL000317,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2017-03-27,2017-04-21,CLOSED,2018,2018-05-15,Compensation Payment,8365.0,Falls / Slips - Uneven surface,Ankle Broken/fractured,
2967,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2018,2018-05-16,Fees - Own Solicitor,170.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2968,N7PUL000414,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-04-27,2018-04-16,CLOSED,2018,2018-05-17,Compensation payment,842.31,Defective Premises,,Personal Property
2969,N7MF000042,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-10-09,2017-10-12,CLOSED,2018,2018-05-21,Compensation Payment,825.0,Collision - Hit rear,,
2970,N4MF000094,2014,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Coningsby  Centre  PRU,2015-03-06,2015-03-12,CLOSED,2018,2018-05-23,Fees - TP Solicitor,349.5,Collision - Reversing,,Bodywork - Minor
2971,N7PUL000135,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-09-09,2017-09-21,CLOSED,2018,2018-05-23,Fees - TP Solicitor,492.0,Footways - Pothole,Bruising/Swelling,
